1; الجروب بكل شي فيه ممتاز 
1; جروب حلو وبحبه كتير واول ما بفسفس بحط عليه مسلي ومفيد
1; بنستفيد من تجارب الغير بشكل ايجابي مو سلبي العافيه 
1; بصارحه بيعجبني هذا الجروب فيه كل شيئ الاخبار بعرفها منه بتونس بيكم 
1; بالعكس الي مش عاجبه يطلع منه وما يعلق اكتر جروب بحبه و بأتابعه بذات اسئله اكله وحدوته 
1; نزلي اللي بدك اياه ولا يهمك 
1; بالعكس الجروب كتير حلو ومميز والله يعطيكم العافيه 
1; والله احلى جروب مميز ومسلي ومتنوع سلامه قلبك حبيبتي انا مقدره مجهودك 
1; الجروب حلو وكل اشي فيه حلو 
1; بالعكس احنا منتعلم منو لقروب من طبخات او حلويات ومنعرف شو صار 
1; يعني هو كتير في شغلات منو منتعلم منها حلو كتير لقروب الي بتتفلسف شيليها من هون وخلص 
1; كلك على بعضك حلو ولايهمك حبيبتي الناس اذواق 
1; جوزي من الناس اللي كل حاجه بعقدها وبعملها قصه
1; ما بيعرف يتصرف بايشي ما بيعرف يكون حنون لدرجه اني لو كنت متدايقه بعصب مني عشان انا متدايقه
1; داومي على الاستغفار طوال النهار حتحسي فرق بحياتك 
1; هدي حالك وخلي الامور عادي وتزعليش 
1; عيشي حياتك وكبري راسك  
1; تبسمك والكلمه الطيبه صدقه 
1; لما اكون مش مقصره فيها وتقابلني بجفاوه بعتبرها مش موجوده بكفيني جوزي وبس 
1; الله راحمني انو حماتي كويسه كان زمانها طلقتني قد مابكره كلمه حمايه
1; هه عنجد ضحكتيني حبيبتي ياهنود 
1; حماتي ما في اطيب من قلبها 
1; والله كنايني زي بناتي الحمدالله 
1; يقطع شرك ضحكتيني 
1; ثانيا اعملي اللي بيرضي ربك بيرضيكي وبيحبب خلقو فيكي حماتك وغيرها 
1; انا حماتي عسل ما في زيها 
1; والله صادقه عندي حمايا بتنحط على الجرح وبطيبه 
1; انا حماتى كانت هيك بس لمن مرضت ولاقتنى واقفه معها ونا تركتها بعدها صارت تحبنى 
1; انا بحب كنتي ومثل بنتي ولابدخل في اي شىء 
1; انتي بتفكري الكل و واعي ومتعلم وفهمان زيك 
1; انا وحماتي زي العسل الله يخليلي اياها مو كل الحموات متل بعض
1; مش الكل الحمدلله حماتى مافي منها طيبهه لابعد درجه وحبوبهه ومتفهمه 
1; لا تقلقي واعملي زي ما بيحكي الدكتور 
1; لكن بالعموم غالبا ما بتقلق بتقعد فتره وبتروح بعد علاج
1; حبيبتي انبسطي ع حالك انك ذوق وما الك بطوله اللسان
1; ما تزعلي لانك مو قادره تردي عليهم بالعكس انبسطي لانك ارقى منهم واجمل فنون الرد التجاهل
1; تمام مع ابتسامه رح تموتيهم 
1; مع الوقت بتتعودي تردي وما تسكتي لان الواحد الو حدو 
1; عدم ردك بحد ذاتو رد طنشي 
1; ربحي حالك وما تردي 
1; الصمت احيانا اقوى من الكلام 
1;  ماجستر صحافه اكيد حتكوني شاطره برد وقصف الجبهات 
1; يسلم تمك ونعم التفكير السليم 
1; ارجعي لبيتك وانتبهي على جوزك احسن شي ولو بحبك حيكون ندمان وحيصير بدو ينال رضاكي 
1; واهتمتي بزوجك اكتر وكمان ببيتك 
1; هه لا ب العكس بتكون مصحصحه كتير منيح والله 
1; هتتقرب من زوجك اكتر وتكون الصدر الحنون اله وتستغل الفرصه وانتي بتقولي مطلقه كمان يعني فرصه من ذهب الها 
1; انا و والدتي خوات وصحبات وكل شي 
1; لكن بعمري ماحكتلها عشي بحياتي الخاصه سواء وانا خاطبه او انا متزوجه 
1; مزبوط مو كل شي خاص او مهم بينحكي 
1; حابه الكل يفوت علشان نفيد ونستفيد من خبرات بعض 
1; ليش يا ساتر هو فيه بعد التنضيف والتعزيل 
1; حبيبتي انت والله يا سموره قلبي 
1; بما انك شرفتي بوستي وخجلتيني بكلماتك الحلوه فحابه اشوف طريقتك في التعزيل والتنضيف 
1; دمت بكل الود سمورتي 
1; بالعكس احلى اشي المطبخ وما بحب اجيب اشي في البيت الا للمطبخ 
1; ماما ايديها كانو هيك وتحسنوا الحمدلله 
1; ارضي بنصيبك ولا تحكي ليش فلان وليش مش انا وكلي امرك لله وان شاءالله بعوضك خير 
1; اختلطي مع الكل واتعاملي مع الكل وروحي وتعالي واشتغلي بقلب قوي ونفس مطمنه وشخصيه شجاعه 
1; بدك تطولي بالك تماما وتطنشي بس حقك ما تسكتي عليه
1; انو حقك طالبي فيه بعقل وحكمه واسلوب مناسب مش خناق وزعاق 
1; اما الارمله مسكينه الله يعينها الله يصبرها لانو الأمر مش بايدها من الله اجت 
1; قررت اسيبها لحالها بتعقل الله يهديها 
1; ضلي امدحي فيها طول النهار
1; بالليل لما تيجي تنام ضلي عيدي ع سمعها انها شاطره و مطيعه
1; وادا طلعتي حامل جوزك مش حيطلقك بس هادي رده فعل سريعه للرجال
1; هه ماتزعلي حالك وانتي عاتبيه بساعه رواق والله يهنيكم 
1; يختي بيمزح معك كني وروقي وتكونيش حساسه زياده 
1; بحبها وبدهوش اياها ترجع تعاني وحام وتقل و ولاده خدي الايجابي بالموضوع 
1; عادي مزح حكاها وقت الجد خلص بيسكت 
1; عادي كلمه عاديه مش قصدو معناها الحرفي 
1; ولك بتزلمن عشان كل العيله قاعده 
1; كان كل البلد اتطلقت عادي بده يعيش حياته وينبسط تعب من المسؤوليه 
1; جوزك تفكيرو صح مابدو تعب وخلفه بدو ينبسط بجوزتو مش معنا حكا هيك بكرهك 
1; بس بحكي هيك تقلقيش مش حيطلقك يختي لمن تحملي 
1; علاقل هو بدو اياكي تنظمي مش زي الي بيفكرو نسوانهم ارانب 
1; حب يعمل نكته يضحك يعمل جو فرفشه يفرد عضلاتو قدامك
1; رهيبه انتى يالهاموا طخ طخ دايما تعليقاتك بتضحكنى صريحه جدا وعمليه 
1; حبيبتنا فطوم متابعه المباريات ومتابعه الحوارات الي هان 
1; الاولاد نعمه من ربنا
1; وياجماعه خليكوا محضر خير 
1; عادي بيمزح شكله ابنكم مجننكم وبده مصاريف كتير 
1; كلنا بتيجي اوقات ندج كلام عن حسن نيه  
1; اول متحملي حيفرح كتير انا جوزى لما حملت تاني مره مكانش بدو ياني احمل عشان ابني كان عمره شهور بس اول ما عرف وتاكدت اني حامل انبسط وفرح
1; يعني هاده رزق من رينا مافي حد برفض رزقه ربنا واراده ربنا طبعا 
1; انا شايفه الموضوع عادي هو كلمته بايخه بس مش زي ما انتي فهمتي
1; زوجك بمزح ما دخل المكانه 
1; كمان يمكن هو انفجع واتفاجيء 
1; ورح ييجي نصيبك الاحسن منو  
1; اقسم بالله مافي منه الكلام بس ابنتي كسبت زوجھا باحترامھا 
1; لا تحكمو على الناس غير لما تسمعو من الطرف الثاني 
1; ستي منيح انك بديتي تدرسي وتنتبهي لحالك واه طبعا الخياه مابتقف لا ع راجل ولا ع اي حد 
1; انتي لساتك زغيره ادرسي وعيشي حياتك واشتغلي ع شخصيتك وخليكي قد حالك مايكسرك رجل 
1; ضلك صلي وادعي ربنا يعوضك باللي يستحقك ويقدرك 
1; ربنا يسعدك ويكتبلك احسن حياه 
1; عجبني ردك مختصر ومقنع 
1; الله يفرح قلبك يارب  
1; والست الشاطره قادره تخلي جوزها زي الخاتم في اصبعها بشطارتها وكواستها معه لانه الراجل ما بتعاند
1; الراجل لو ايش ما كان بيجي بالسياسه والكلمه الحلوه والطاعه اهم شي 
1; وهاد نصيبك وكملي دراستك فعلا الحياه بتقفش عند الرجل 
1; العمر بيجري استغلي وقتك وعيشي احلا ايام حياتك وما توقفيها ع زلمه
1; الله ينصرك على من ظلمك وربي يوفقك في حياتك ويعوضك خير عنه 
1; الله يعينك والله بس انتي اكم عمرك 
1; الله كبير مابنسى احد الا ظلم الولايه يتهز جبال الله يوفقك ويسهل طريقك في كل شئ 
1; يا بنتي اتطلقي بدون ولا اشي انتي الكسبانه 
1; الله يوفقك وتكسبي القضيه
1; كلامك صحيح تناولها للموضوع طفولي شوي 
1; عالعموم يا بتتفاهمي مع زوجك تروحيلو ويكون لسه شاريكي اصلا
1; الله يسهل امرك 
1; وحابه ارجع ارضعها
1; لالا اوعي كملي وان شالله بتتعود بس طلعيها وجسبي اشياء بتحبها راح تلتهي شوي 
1; حاولي تلهيها ف الجاجات و الأكل والعصائر والفواكه 
1; ارجعي رضعيها تاني مافي مشكله 
1; انتي قلبي حنون زياده عن اللازم 
1; انا ولادي ماما بتساعدني بفطامهم بس هاي اول وحده افطمهالحالي 
1; اه عادي ارجعي رضعيها 
1; شو بدك في هالعيشه روحي لبيت اهلك احسنلك بترزقي باحسن منو 
1; اصبري عليه وانشالله ينصلح حالكن 
1; ربنا يهدى بالكم يا رب 
1; اعطوها حلول مو تكبرو راسها روحي بيت اهلك 
1; الله يفرج همك ضلك ادعيله بالهدايه واكتري من الاستغفار 
1; بكرا بيجي البيبي بتلتهي فيه وجوزك بيعقل وبيرجع يتعلق فيكي وبابنك الحياه بدها صبر 
1; عن تجربه وبعد ما قرات بهل حساب انا كتير تغيرت مع زوجي وسار شايلني فوق ريح الحمد الله 
1; غيري من حالك اولا بعدين رح يتغير لحالو صدقيني 
1; بتمنى تقرى كل القصص ورح تتغيري انا متاكده 
1; بس عند ولادهم بكونو كتير مناح بالمعامله تصبر  
1; انا من رأى انتى متزوجه عن حب ازا هو بحبك ولازم تحافظى ع هالحب
1; ما تطلقي ولا تعملي اشي بس كوني زوجه فهمانه و ناصحه
1; واجباتك قومي فيها ع اكمل وجه من بيت و ترتيب
1; اتعاملي معو بما يرضي الله واذا سب وله حكا اعملي حالك ما سمعتي 
1; وابنك وانتي الكو الله وادعيلوه بالهدايه و وبس 
1; حماتك كانت من الخطوبه تحكيلو سيبها وما سابك 
1; متزوجين عن حب يعني بيحبك
1; اغلب الازواج متعلقين بامهم
1; انتي ما تغاري من هالشي 
1; بس ازا مقصر بالبيت هاي المشكله  
1; حاولي حسني علاقتك مع اهله وشوفي كيف راح يتغير 
1; وعشان ابنك فكري فيه وبلاش الحرد كل شوي 
1; انت لسه في بدايه حياتك 
1; وطبعا حاولي ما تدخلي بينه و بين اهله
1; و خليهم في حياتك اهل تانيين و حددي علاقتك فيهم 
1; الصبر حلو اصبري ورمزي في حياتك الجديده و ما تفتحي باب المقارنات في حياتك راح ترتاحي 
1; الحياه بدها صبر يا اخت وتفكريش بتاتا بالطلاق
1; من رائي لازم تحسني علاقتك مع حماتك وتلقائي حتلاقي زوجك رجعلك واتحسن معك جربي واتوكلي عالله
1; ومافيها شي لو تنازلتي لحماتك بتضلها ام زوجك والراجل ال بدك تكملي معاه حياتك وشوي شوي بتقربي منها ومنو 
1; صلحي علاقتك بامه وباهله زيارات وان طبختي طبخه ابعتيلهم واعملي حلويات و وديلهم خدي لهم هدايا لو بسيطه
1; خليكي دايما نشيطه قدامهم لو كنتي عندهم تقعديش اخترعي شغل واشتغلي اي اشي
1; حببيهم فيكي جامليهم محلوين لبسكو حلو طبعا بدون مبالغه 
1; وهو لم بشوفك بتحبي اهله حيتغير معك وهم حيصيرو يشكرو فيكي قدامه 
1; نظرته الك مبنيه على رأي اهله فيكي هيك حسبت من كلامك
1; احكيله اشتقنالك زكريه بتوصايه الرسول على المرأه 
1; كوني هاديه وما تخانقيه ولا تعصبي بردي اعصابك معاه 
1; شغلي مخك منيح بتحليها لحالك والدعاء يصنع المعجزات 
1; اسمعي اكسبي حماتك لانو زوجك حسب اهلو بتحسن الوضع ان شاء الله 
1; فش مشكله ما الها حل 
1; الله يعينك اصعب شي تتزوجي واحد شخصيتو ضعيفه 
1; استعيني بالصبر وعامليهم باخلاقك وافحميهم بسلوك الحسن 
1; بكرا بيصيروا يعتبروكي بنت الهم ويثقوا فيكي 
1; اولها استهزاء وجبروت وبعدين بحترموكي وبحبوكي 
1; اتحملي ما تحملي حالك اكثر من طاقتك اصبري وراح تجنيه باولادك ان شالله 
1; خليكي بنت اصل القصه مش مستاهله كلهم تلات انفار
1; والله ما راح يضيعلك تعب واحتسبي هذا عند الله 
1; وان ضاع عند الخلق والله راح تلاقيه رضا من الله اولا ومن زوجك تانيا وسعاده وتوفيق بحياتك
1; كلامك صحيح وميه الميه هما شخص واحد مافيش كرامه بينهم 
1; لما تبلشي انتي بالصلح بتبيني قديش انتي رقيقه وحبابه ولطيفه 
1; وممكن جوات نفسه هو يحسبها الك كبيره وينبسط كتير 
1; وي عمي اعتبريه طفل وبدلع عليكي هه دلعيه 
1; ما في بعد الرضا والسعاده والتفآهم بين الزوجين والله 
1; وحلو كتير انه اصلا برجع يكلمك عادي وانه ما ف شي 
1;مادام بيحكي معك على طول بيكون قلبه طيب 
1; هادا مش غلط حبيبتي وما في كرامه بين المره وجوزها  
1; مش كلهم انا زوجي بعتذرلي وبراضيني لما يكون غلطان او حتى لما اكون غلطانه احيانا ويكون سوء تفاهم عادي
1; مدامه منيح معك تركزيش ع هالسلبيه هاي وتسيبي كل حسناتو احمدي ربك 
1; اللهم اصلح مابيني وبين زوجي 
1; خلص مادام برجع عادي انتي كلميه دايما 
1; بجد ضحكتيني روحي ياشيخه الله يسعد قلبك زي ماخلتيني اضحك كل هالضحك ويسعدك سعاده الدنيا والآخره 
1; ربنا يشفيلك اياها ان شاء الله 
1; عادى بيروح مع المده بنتي ضلت لبعد السنه 
1; عادي ابن اخي كان هيك بعد فتره بيروح لحاله 
1; بنتي كانت هيك وصارت طبيعيه بعد فتره 
1; صحيح هادا طبيعي بس لازم كلكم تقرآوا الرقيه الشرعيه على اولادكم والمعوذات 
1; لا تخافى اختى والده الها شهر برضو ابنها زى هيك هاد امر طبيعى كل الصغار هيك 
1; انا بناتى هيك واكتر ييه كنت اخاف عليهن هيهن زى الشيب ماشالله عنهن 
1; انا مش ضد اني اساعد زوجي لاني كتير بحبه 
1; ارهنيه عند حد يؤتمن وبتموني عليه وهيك زوجك بيسد الفلوس وبتحافظي ع دهبك 
1; ما خاب من استخار استخيري ي حلوه 
1; بيعيه وتخافيش طالما انتي على يقين انو حيبيعه عشان يشتري اشي ينفعه لشغله 
1; وإن شاء الله ربنا يرزقه ويردلك اياه وزياده 
1; بيعي وما تخسري جوزك عشان حديد 
1; بيعي ع قد ما بده مصاري وبنهايه لشغله وان شاء الله بنجح بهالشغله وبسددو الك 
1; ازا زى ما بتحكي انه زوجها بحبها وبحترمها وشو ما بدها بعمل الها تساعده ما فيها شي 
1; ساعتها بتكون بنت اصيله وما تخلت عن زوجها بالوقت الصعب 
1; وخيضل زوجها يتزكرلها هالموقف 
1; هي حياه وحده مش محتاجه نفكر ونتعب عشان شويه مصاري 
1; ادا بدو ياهم ضروري ساعديه 
1; وطبعا كل شي برجعلك 
1; الدهب حقها الشرعي والمتفق عليه بعقد النكاح حبيبتي ولولا هالعقد ما صارت مرته
1; ونحنا لا مستفزات ولا متعنطزات وبنحكي بكل هدوء ورواق 
1; اوعي تبيعي دهبك جوزك ما بعرف بالايام الي جايه شو بسير فخليكي شاطره 
1; الخلاصه الواحد مايحكم ولايفتي بدون مايسمع الطرفين 
1; حبيبتي انا روحي الك 
1; بتقلك الراجل كويس وما شافت منه اشي ما بينفع تسيبه في مهب الريح وتحوجه للي يسوى والي ما بيسوى
1; بما انه كويس اصلا مفروض ما تسأل 
1; لو محترم عنجد ح يحترم قرارها في ملكها 
1; حبيبتي ويوفقك انتي كمان وجهه نظرك وان اختلفت عني بحترمها اكيد 
1; بشوف انه الست لازم تقف جنب جوزها وبكل ما لديها وبرجع وبقلك الطيبون للطيبات 
1; في ناس طيبه ونفسها راضيه ومش عايشه بنظريات وآلات حاسبه قد مهي عايشه بروحانيات وانا بحكيلك الآيه وانا فهماها كتير منيح 
1; الزوج الصالح الواحده بتعطيه عيونها مش بس دهبها
1; يمكن هالشغله اللي بده يجيبها لشغله تكون فاتحه خير ورزق لزوجك 
1; اتوكلي على الله وعيني زوجك المال بيروح وبيجي بس الحب والاحترام لا 
1;  المرأه الشاطره يلي بتقف مع زوحها بكل ظروفه محتاج قطعه من ذهبك اعطيه هالموقف بنحسب الك انه احتاجك و وقفتي جنبه
1; وان شاء لله ربنا برزقه وبحسن من وضعكم 
1; انا عارفه ياشيمو تشاور اهلها وتشوف رأيهم
1; اقفي جنبه احسن ما يداين بلقيها قد الدنيا 
1; الدهب والفلوس بتروح وبتيجي بس بتكوني كبرتي بعين زوجك وكبستي محبته اكتر 
1; اذا حتبعيه لتجاره مضمونه حتعود عليكم بربح منيح ومحترم توكللي على الله
1; حبيبتي ما تردي عليهن اذا زوجك منيح بيعي شويه اللي يسلك اموره بدل ما يشحد
1; بكرا راح يعوضك الضعف وراح يحفظلك هالمعروف  
1; ما في اي اشكاليه ما دام فيه حب وتوافق 
1; يعني هو مين يلي جابلك هاد الدهب مش هو وماداما زلمه محترم اعطيه عيونك مش دهبك
1; الزوج الصالح هو يلي بينسند علي بالزمن مش الدهب والمصاري لانهم بيروحو وبيجيو بلحظه 
1; بيعيلو شو يعنى ازا كان بحبك ما تستخسرى فيه 
1; حبيبتي ادا زوجك منيح معك اكيد ما راح يترك وحيعملك الي بدك ياه ادا ما قصرتي معو 
1; انا لو بمكانك وزوجي محتاج الدهب بعطي ياه ولو يطلب عيوني كمان
1; اتوكلي على الله اذا هو منيح مافي تردد 
1; زي مجوزك محافظ عليكي بره البيت وما بيجيب سيرتك قدام الناس ولا بتمسخر عليكي فانتي راعي هالشي كمان وحافظي عليه
1; ان شاء الله اكون خفيفه عليكم بس والله لو ما حكيت كنت حطق هه 
1; هه حبيت بوستك صادقه والله 
